"category","table","column","field","local","prod","detail"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","CNFM_DTM","컬럼코멘트","","확인일시","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","CNFM_USID","컬럼코멘트","","확인사용자ID","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","DEL_YN","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","DEL_YN","Default Value","","'N'","Default Value 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","FL_MPN_ID","컬럼코멘트","첨부파일관리번호","파일매핑ID","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","FL_MPN_ID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","FST_ENR_DTM","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","FST_ENR_DTM","Default Value","","sysdate","Default Value 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","FST_ENR_USID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","FST_ENR_USID","Default Value","","'00000000000000'","Default Value 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","GUID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","GUID","Default Value","","'00000000000000000000000000000000000000'","Default Value 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","GUID_PRG_SNO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","GUID_PRG_SNO","Default Value","","0","Default Value 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","IT_PTL_ASCT_ID","컬럼코멘트","","IT포탈협의회ID","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","IT_PTL_ASCT_ID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BASKPL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER","NUMBER(18)","컬럼타입 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","LOG_HIS_TGR_SNO","컬럼코멘트","","로그이력전문일련번호","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","LST_CHG_DTM","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","LST_CHG_DTM","Default Value","","sysdate","Default Value 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","LST_CHG_USID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_BASKPL","LST_CHG_USID","Default Value","","'00000000000000'","Default Value 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","PRTY_IVG_OMT_YN","컬럼코멘트","","타당성검토생략여부","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","RQS_DTM","컬럼코멘트","","신청일시","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","RQS_DTM","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPL","RQS_USID","컬럼코멘트","","신청사용자ID","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BASKPL","RQS_USID","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPM","APF_DCM_NO","컬럼코멘트","신청서식별번호(전자결재)","신청서식별번호","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPM","FL_MPN_ID","컬럼코멘트","첨부파일관리번호","파일매핑ID","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPM","IT_PTL_ASCT_ID","컬럼코멘트","협의회ID","IT포탈협의회ID","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BASKPM","PRTY_IVG_OMT_YN","컬럼코멘트","타당성검토생략여부(확인결과)","타당성검토생략여부","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_BPROJA","CNCD_RFR_NO","컬럼코멘트","관련참조번호(단계 원본문서 key)","관련참조번호","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BPROJM","ABUS_MNG_NO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_NULL_DIFF","TPRMPP_BPROJM","SNO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_CCODEL","CO_C_ID_NM","컬럼코멘트","공통코드ID","공통코드ID명","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_CCODEM","CO_C_ID_NM","컬럼코멘트","공통코드ID","공통코드ID명","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_CRTOKM","AVL_YN","컬럼코멘트","유효여부(Y=활성 토큰, N=회전된 구토큰 → 재제출 시 재사용 탐지)","유효여부","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_CRTOKM","FAM_NM","컬럼코멘트","가족명(토큰패밀리=로그인 1회, 재사용 탐지용)","가족명","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_CRTOKM","FAM_NM","NULL여부","N","Y","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CRTOKM","FAM_NM","Default Value","'LEGACY'","","Default Value 불일치"
"COLUMN_NULL_DIFF","TPRMPP_CRTOKM","LGN_LOG_SNO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_NULL_DIFF","TPRMPP_CUSERI","ENO","NULL여부","Y","N","NULL여부 불일치"
